"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.id0","Input.question0","Input.answer0","Input.response0","Input.label0","Input.id1","Input.question1","Input.answer1","Input.response1","Input.label1","Input.id2","Input.question2","Input.answer2","Input.response2","Input.label2","Input.id3","Input.question3","Input.answer3","Input.response3","Input.label3","Input.id4","Input.question4","Input.answer4","Input.response4","Input.label4","Input.id5","Input.question5","Input.answer5","Input.response5","Input.label5","Input.id6","Input.question6","Input.answer6","Input.response6","Input.label6","Input.id7","Input.question7","Input.answer7","Input.response7","Input.label7","Input.id8","Input.question8","Input.answer8","Input.response8","Input.label8","Input.id9","Input.question9","Input.answer9","Input.response9","Input.label9","Answer.QA0","Answer.QA1","Answer.QA2","Answer.QA3","Answer.QA4","Answer.QA5","Answer.QA6","Answer.QA7","Answer.QA8","Answer.QA9","Approve","Reject"
"3GVPRXWRPHZ9FKT7JK9XYJ8100T7IN","379L1CFRK7RME4NKHT6OB6ZS8D68TT","Question-Answer response fluency survey","Given a Question, Answer and a Response, determine if the Response contains the correct answer and is fluent, humanlike and grammatically correct.","QA, Conversation, Fluency","$0.15","Mon Nov 25 13:56:19 PST 2019","5","BatchId:3848737;OriginalHitTemplateId:928390909;","3600","604800","Mon Dec 02 13:56:19 PST 2019","","","34J10VATJG3L7MWF5LN5NULMTIPQI0","A31CNXHGR49DJR","Submitted","Mon Nov 25 14:56:10 PST 2019","Mon Nov 25 15:17:05 PST 2019","Mon Dec 02 15:17:05 PST 2019","","","","1255","100% (497/497)","100% (67/67)","100% (67/67)","342","for what nation did ribault initially claim what is now jacksonville ?","france","ribaulted is now jacksonville for france","gpt_ss_oqa","317","when did hamas drive the plo out of gaza ?","2007","hamas drive the plo out in 2007","gpt_ss:gpt_ss_oqa","364","what effect did breathing priestley 's discovered gas have on the experiment 's mouse ?","active","was more active","c","343","why are some forces due to that are impossible to model ?","gradient of potentials","they are macrophysical that yield forces as arising from a macroscopic","gpt_ss","370","what ideal thermodynamic cycle analyzes the process by which steam engines work ?","rankine","rankine analyzes the process by which steam engines work","bert","337","of what did da vinci think a part was consumed during combustion ?","air","da vinci thought air","ss+_pgn:ss+_pgn_pre:gpt_ss+","342","for what nation did ribault initially claim what is now jacksonville ?","france","ribault initially claimed for france","ss+_pgn","353","what type of climate does jacksonville have ?","subtropical","it has humid subtropical","gpt_ss","303","of what form do fermat numbers take ?","22n + 1","of a 22n + 1 , she take","bert","333","in the layered model of the earth , the outermost layer is what ?","crust","crust and lithosphere","c","d","d","e","c","e","e","e","e","b","b"
"3GVPRXWRPHZ9FKT7JK9XYJ8100T7IN","379L1CFRK7RME4NKHT6OB6ZS8D68TT","Question-Answer response fluency survey","Given a Question, Answer and a Response, determine if the Response contains the correct answer and is fluent, humanlike and grammatically correct.","QA, Conversation, Fluency","$0.15","Mon Nov 25 13:56:19 PST 2019","5","BatchId:3848737;OriginalHitTemplateId:928390909;","3600","604800","Mon Dec 02 13:56:19 PST 2019","","","3FTOP5WARGTTE4BM65EQKP94UV30JG","A1C8FN01981A69","Submitted","Tue Nov 26 04:33:33 PST 2019","Tue Nov 26 04:38:52 PST 2019","Tue Dec 03 04:38:52 PST 2019","","","","319","100% (100/100)","0% (0/0)","0% (0/0)","342","for what nation did ribault initially claim what is now jacksonville ?","france","ribaulted is now jacksonville for france","gpt_ss_oqa","317","when did hamas drive the plo out of gaza ?","2007","hamas drive the plo out in 2007","gpt_ss:gpt_ss_oqa","364","what effect did breathing priestley 's discovered gas have on the experiment 's mouse ?","active","was more active","c","343","why are some forces due to that are impossible to model ?","gradient of potentials","they are macrophysical that yield forces as arising from a macroscopic","gpt_ss","370","what ideal thermodynamic cycle analyzes the process by which steam engines work ?","rankine","rankine analyzes the process by which steam engines work","bert","337","of what did da vinci think a part was consumed during combustion ?","air","da vinci thought air","ss+_pgn:ss+_pgn_pre:gpt_ss+","342","for what nation did ribault initially claim what is now jacksonville ?","france","ribault initially claimed for france","ss+_pgn","353","what type of climate does jacksonville have ?","subtropical","it has humid subtropical","gpt_ss","303","of what form do fermat numbers take ?","22n + 1","of a 22n + 1 , she take","bert","333","in the layered model of the earth , the outermost layer is what ?","crust","crust and lithosphere","c","d","e","b","c","e","b","b","b","b","b"
"3GVPRXWRPHZ9FKT7JK9XYJ8100T7IN","379L1CFRK7RME4NKHT6OB6ZS8D68TT","Question-Answer response fluency survey","Given a Question, Answer and a Response, determine if the Response contains the correct answer and is fluent, humanlike and grammatically correct.","QA, Conversation, Fluency","$0.15","Mon Nov 25 13:56:19 PST 2019","5","BatchId:3848737;OriginalHitTemplateId:928390909;","3600","604800","Mon Dec 02 13:56:19 PST 2019","","","3WT783CTPCM7QD8QUTUTH2SSUCOCBQ","A3IB7YJHP04OHI","Submitted","Mon Nov 25 14:26:47 PST 2019","Mon Nov 25 14:29:48 PST 2019","Mon Dec 02 14:29:48 PST 2019","","","","181","100% (6/6)","0% (0/0)","0% (0/0)","342","for what nation did ribault initially claim what is now jacksonville ?","france","ribaulted is now jacksonville for france","gpt_ss_oqa","317","when did hamas drive the plo out of gaza ?","2007","hamas drive the plo out in 2007","gpt_ss:gpt_ss_oqa","364","what effect did breathing priestley 's discovered gas have on the experiment 's mouse ?","active","was more active","c","343","why are some forces due to that are impossible to model ?","gradient of potentials","they are macrophysical that yield forces as arising from a macroscopic","gpt_ss","370","what ideal thermodynamic cycle analyzes the process by which steam engines work ?","rankine","rankine analyzes the process by which steam engines work","bert","337","of what did da vinci think a part was consumed during combustion ?","air","da vinci thought air","ss+_pgn:ss+_pgn_pre:gpt_ss+","342","for what nation did ribault initially claim what is now jacksonville ?","france","ribault initially claimed for france","ss+_pgn","353","what type of climate does jacksonville have ?","subtropical","it has humid subtropical","gpt_ss","303","of what form do fermat numbers take ?","22n + 1","of a 22n + 1 , she take","bert","333","in the layered model of the earth , the outermost layer is what ?","crust","crust and lithosphere","c","a","b","b","b","e","b","a","e","b","b"
"3909MD9T2ZMAE86R5KHI1WNQ6V5EFP","379L1CFRK7RME4NKHT6OB6ZS8D68TT","Question-Answer response fluency survey","Given a Question, Answer and a Response, determine if the Response contains the correct answer and is fluent, humanlike and grammatically correct.","QA, Conversation, Fluency","$0.15","Mon Nov 25 13:56:19 PST 2019","5","BatchId:3848737;OriginalHitTemplateId:928390909;","3600","604800","Mon Dec 02 13:56:19 PST 2019","","","3O7L7BFSHFUWAJ6AWUS5TDW8BIYEIG","A31CNXHGR49DJR","Submitted","Tue Nov 26 06:11:58 PST 2019","Tue Nov 26 06:16:51 PST 2019","Tue Dec 03 06:16:51 PST 2019","","","","293","100% (497/497)","100% (67/67)","100% (67/67)","393","what does paul krugmen think has had an observable effect on inequality in the u.s. ?","trade liberalisation","trade liberalisation","c","395","which belgian footballer claimed that he should be allowed to transfer from one football club to another when his contract was fulfilled ?","jean-marc bosman","in a famous case , the belgian football association v bosman , a belgian footballer named jean-marc bosman","quac","357","what are free-to-air encrypted broadcasts known as ?","free-to-view","free-to-view","c","316","who has limited productive potential when faced with less access to education ?","poor","an important factor in the creation of inequality is variation in individuals ' access to education","quac","321","what are the exchanged particles predicted by the standard model ?","gauge bosons","they are predicted gauge bosons","ss+_pgn_pre","309","sky movies and sky box office also include what optional soundtracks ?","dolby digital","dolby digital","bert","337","of what did da vinci think a part was consumed during combustion ?","air","he thought air was consumed","gpt_ss+_oqa","336","what law connects relative velocities with inertia ?","newton 's first","Newton's First Law","c","390","what were the saxon palace and brühl palace in prewar warsaw ?","the most distinctive buildings","they were most distinctive buildings in prewar warsaw .","ss_pgn:ss_pgn_pre:ss+_pgn:ss+_pgn_pre","315","in what year did fresno experience the most rainfall ?","1885","the official record high temperature for fresno is 115 ° f ( 46.1 ° c ) , set on july 8 , 1905","quac","b","d","b","c","d","b","e","b","e","c"
"3909MD9T2ZMAE86R5KHI1WNQ6V5EFP","379L1CFRK7RME4NKHT6OB6ZS8D68TT","Question-Answer response fluency survey","Given a Question, Answer and a Response, determine if the Response contains the correct answer and is fluent, humanlike and grammatically correct.","QA, Conversation, Fluency","$0.15","Mon Nov 25 13:56:19 PST 2019","5","BatchId:3848737;OriginalHitTemplateId:928390909;","3600","604800","Mon Dec 02 13:56:19 PST 2019","","","3PM8NZGV8ZLIXHLA47N6Q481HVRXQ5","A1C8FN01981A69","Submitted","Mon Nov 25 14:52:18 PST 2019","Mon Nov 25 15:01:54 PST 2019","Mon Dec 02 15:01:54 PST 2019","","","","576","100% (100/100)","0% (0/0)","0% (0/0)","393","what does paul krugmen think has had an observable effect on inequality in the u.s. ?","trade liberalisation","trade liberalisation","c","395","which belgian footballer claimed that he should be allowed to transfer from one football club to another when his contract was fulfilled ?","jean-marc bosman","in a famous case , the belgian football association v bosman , a belgian footballer named jean-marc bosman","quac","357","what are free-to-air encrypted broadcasts known as ?","free-to-view","free-to-view","c","316","who has limited productive potential when faced with less access to education ?","poor","an important factor in the creation of inequality is variation in individuals ' access to education","quac","321","what are the exchanged particles predicted by the standard model ?","gauge bosons","they are predicted gauge bosons","ss+_pgn_pre","309","sky movies and sky box office also include what optional soundtracks ?","dolby digital","dolby digital","bert","337","of what did da vinci think a part was consumed during combustion ?","air","he thought air was consumed","gpt_ss+_oqa","336","what law connects relative velocities with inertia ?","newton 's first","Newton's First Law","c","390","what were the saxon palace and brühl palace in prewar warsaw ?","the most distinctive buildings","they were most distinctive buildings in prewar warsaw .","ss_pgn:ss_pgn_pre:ss+_pgn:ss+_pgn_pre","315","in what year did fresno experience the most rainfall ?","1885","the official record high temperature for fresno is 115 ° f ( 46.1 ° c ) , set on july 8 , 1905","quac","b","e","b","c","e","b","e","b","e","e"
"3909MD9T2ZMAE86R5KHI1WNQ6V5EFP","379L1CFRK7RME4NKHT6OB6ZS8D68TT","Question-Answer response fluency survey","Given a Question, Answer and a Response, determine if the Response contains the correct answer and is fluent, humanlike and grammatically correct.","QA, Conversation, Fluency","$0.15","Mon Nov 25 13:56:19 PST 2019","5","BatchId:3848737;OriginalHitTemplateId:928390909;","3600","604800","Mon Dec 02 13:56:19 PST 2019","","","3PMBY0YE288O2KTTW9GXQWX26DV9CP","A2P887RDKZ27ZF","Submitted","Mon Nov 25 16:36:52 PST 2019","Mon Nov 25 17:01:25 PST 2019","Mon Dec 02 17:01:25 PST 2019","","","","1473","0% (0/0)","0% (0/0)","0% (0/0)","393","what does paul krugmen think has had an observable effect on inequality in the u.s. ?","trade liberalisation","trade liberalisation","c","395","which belgian footballer claimed that he should be allowed to transfer from one football club to another when his contract was fulfilled ?","jean-marc bosman","in a famous case , the belgian football association v bosman , a belgian footballer named jean-marc bosman","quac","357","what are free-to-air encrypted broadcasts known as ?","free-to-view","free-to-view","c","316","who has limited productive potential when faced with less access to education ?","poor","an important factor in the creation of inequality is variation in individuals ' access to education","quac","321","what are the exchanged particles predicted by the standard model ?","gauge bosons","they are predicted gauge bosons","ss+_pgn_pre","309","sky movies and sky box office also include what optional soundtracks ?","dolby digital","dolby digital","bert","337","of what did da vinci think a part was consumed during combustion ?","air","he thought air was consumed","gpt_ss+_oqa","336","what law connects relative velocities with inertia ?","newton 's first","Newton's First Law","c","390","what were the saxon palace and brühl palace in prewar warsaw ?","the most distinctive buildings","they were most distinctive buildings in prewar warsaw .","ss_pgn:ss_pgn_pre:ss+_pgn:ss+_pgn_pre","315","in what year did fresno experience the most rainfall ?","1885","the official record high temperature for fresno is 115 ° f ( 46.1 ° c ) , set on july 8 , 1905","quac","b","e","b","c","e","b","e","b","e","c"
"3GS542CVJVS1HFMLRXONN6V2Q4B95R","379L1CFRK7RME4NKHT6OB6ZS8D68TT","Question-Answer response fluency survey","Given a Question, Answer and a Response, determine if the Response contains the correct answer and is fluent, humanlike and grammatically correct.","QA, Conversation, Fluency","$0.15","Mon Nov 25 13:56:19 PST 2019","5","BatchId:3848737;OriginalHitTemplateId:928390909;","3600","604800","Mon Dec 02 13:56:19 PST 2019","","","36PW28KO401H41NCK60SCF8PX6PEAZ","A31CNXHGR49DJR","Submitted","Mon Nov 25 14:43:24 PST 2019","Mon Nov 25 14:51:24 PST 2019","Mon Dec 02 14:51:24 PST 2019","","","","480","100% (497/497)","100% (67/67)","100% (67/67)","351","along with private individuals and organizations , what groups sometimes runs ergänzungsschulen ?","religious","religious groups sometimes runs wideänzungssulen","gpt_ss_oqa","352","what is polish for "" mermaid "" ?","syrenka","the mermaid ( syrenka ) is warsaw 's symbol and can be found on statues throughout the city and on the city 's coat of arms","quac","370","what ideal thermodynamic cycle analyzes the process by which steam engines work ?","rankine","Rankine cycle","c","395","which belgian footballer claimed that he should be allowed to transfer from one football club to another when his contract was fulfilled ?","jean-marc bosman","jean-marc bosman claimed that he should be allowed to transfer","gpt_ss","301","how does inequality prevent growth ?","by limiting aggregate demand","by limiting aggregate demand","c","330","what skin-related symptom appears from the pneumonic plague ?","purple skin patches","purple skin patches appears","gpt_ss+_sm_o","350","what chinese era name did kublai adopt ?","zhongtong","kublai adopted zhongtong","bert:ss_pgn:ss+_pgn:ss+_pgn_pre:gpt_ss:gpt_ss+:gpt_ss_sm:gpt_ss+_sm:gpt_ss_oqa:gpt_ss+_oqa:gpt_ss+_sm_o","331","what does not constitute as civil disobedience ?","refuse to enforce a decision","it is if the head of government of a country were to refuse to enforce a decision of that country's highest court","gpt_ss_sm:gpt_ss+_sm","395","which belgian footballer claimed that he should be allowed to transfer from one football club to another when his contract was fulfilled ?","jean-marc bosman","Jean-Marc Bosman","c","314","what could be attributed to gravity acceleration around the earth ?","the moon","the moon, could be attributed","gpt_ss+_sm_o","d","e","b","e","b","e","e","e","b","e"
"3GS542CVJVS1HFMLRXONN6V2Q4B95R","379L1CFRK7RME4NKHT6OB6ZS8D68TT","Question-Answer response fluency survey","Given a Question, Answer and a Response, determine if the Response contains the correct answer and is fluent, humanlike and grammatically correct.","QA, Conversation, Fluency","$0.15","Mon Nov 25 13:56:19 PST 2019","5","BatchId:3848737;OriginalHitTemplateId:928390909;","3600","604800","Mon Dec 02 13:56:19 PST 2019","","","3VNL7UK1XGOEPBMHLHBFP2JHXXKTFE","A1C8FN01981A69","Submitted","Mon Nov 25 16:12:18 PST 2019","Mon Nov 25 16:15:24 PST 2019","Mon Dec 02 16:15:24 PST 2019","","","","186","100% (100/100)","0% (0/0)","0% (0/0)","351","along with private individuals and organizations , what groups sometimes runs ergänzungsschulen ?","religious","religious groups sometimes runs wideänzungssulen","gpt_ss_oqa","352","what is polish for "" mermaid "" ?","syrenka","the mermaid ( syrenka ) is warsaw 's symbol and can be found on statues throughout the city and on the city 's coat of arms","quac","370","what ideal thermodynamic cycle analyzes the process by which steam engines work ?","rankine","Rankine cycle","c","395","which belgian footballer claimed that he should be allowed to transfer from one football club to another when his contract was fulfilled ?","jean-marc bosman","jean-marc bosman claimed that he should be allowed to transfer","gpt_ss","301","how does inequality prevent growth ?","by limiting aggregate demand","by limiting aggregate demand","c","330","what skin-related symptom appears from the pneumonic plague ?","purple skin patches","purple skin patches appears","gpt_ss+_sm_o","350","what chinese era name did kublai adopt ?","zhongtong","kublai adopted zhongtong","bert:ss_pgn:ss+_pgn:ss+_pgn_pre:gpt_ss:gpt_ss+:gpt_ss_sm:gpt_ss+_sm:gpt_ss_oqa:gpt_ss+_oqa:gpt_ss+_sm_o","331","what does not constitute as civil disobedience ?","refuse to enforce a decision","it is if the head of government of a country were to refuse to enforce a decision of that country's highest court","gpt_ss_sm:gpt_ss+_sm","395","which belgian footballer claimed that he should be allowed to transfer from one football club to another when his contract was fulfilled ?","jean-marc bosman","Jean-Marc Bosman","c","314","what could be attributed to gravity acceleration around the earth ?","the moon","the moon, could be attributed","gpt_ss+_sm_o","e","e","b","e","b","d","e","e","b","d"
"3XEIP58NL0SUPV7JNIYTHJTSRX0LZ7","379L1CFRK7RME4NKHT6OB6ZS8D68TT","Question-Answer response fluency survey","Given a Question, Answer and a Response, determine if the Response contains the correct answer and is fluent, humanlike and grammatically correct.","QA, Conversation, Fluency","$0.15","Mon Nov 25 13:56:19 PST 2019","5","BatchId:3848737;OriginalHitTemplateId:928390909;","3600","604800","Mon Dec 02 13:56:19 PST 2019","","","39N5ACM9HFS7W92X1E23AWW95V4P9B","A31CNXHGR49DJR","Submitted","Mon Nov 25 14:35:27 PST 2019","Mon Nov 25 14:43:24 PST 2019","Mon Dec 02 14:43:24 PST 2019","","","","477","100% (497/497)","100% (67/67)","100% (67/67)","379","what types of programs help to redistribute wealth ?","social welfare","social welfare helps to redistribute wealth","gpt_ss+_sm_o","331","what does not constitute as civil disobedience ?","refuse to enforce a decision","the if of government of that country's highest court","gpt_ss","303","of what form do fermat numbers take ?","22n + 1","22n + 1","c","393","what does paul krugmen think has had an observable effect on inequality in the u.s. ?","trade liberalisation","he thinks trade liberalisation has an observable effect","ss+_pgn_pre","384","on an international level , which industry 's competitive positions is affected ?","automobiles","automobiles is competitive positions","ss+_pgn_pre","371","what is the number of plant species in economics and social interest ?","438,000","438,000","c","339","what river separates jacksonville ?","the st. johns river","the st. johns river separates jacksonville","bert:ss_pgn:ss_pgn_pre:ss+_pgn:ss+_pgn_pre:gpt_ss_sm:gpt_ss+_sm:gpt_ss_oqa:gpt_ss+_oqa:gpt_ss+_sm_o","337","of what did da vinci think a part was consumed during combustion ?","air","da vinci thought of air","bert:gpt_ss_sm:gpt_ss+_sm:gpt_ss+_sm_o","331","what does not constitute as civil disobedience ?","refuse to enforce a decision","if the head of government of a country were to enforce a decision","ss+_pgn","378","how are pharmacists regulated in most jurisdictions ?","separately from physicians","they are regulated by separately from physicians","gpt_ss+","e","a","b","e","d","b","e","e","a","e"
"3XEIP58NL0SUPV7JNIYTHJTSRX0LZ7","379L1CFRK7RME4NKHT6OB6ZS8D68TT","Question-Answer response fluency survey","Given a Question, Answer and a Response, determine if the Response contains the correct answer and is fluent, humanlike and grammatically correct.","QA, Conversation, Fluency","$0.15","Mon Nov 25 13:56:19 PST 2019","5","BatchId:3848737;OriginalHitTemplateId:928390909;","3600","604800","Mon Dec 02 13:56:19 PST 2019","","","3Y54SXRO1MQ38TJ7G66EB2KK7JVUT8","A1C8FN01981A69","Submitted","Mon Nov 25 14:27:34 PST 2019","Mon Nov 25 14:38:21 PST 2019","Mon Dec 02 14:38:21 PST 2019","","","","647","100% (100/100)","0% (0/0)","0% (0/0)","379","what types of programs help to redistribute wealth ?","social welfare","social welfare helps to redistribute wealth","gpt_ss+_sm_o","331","what does not constitute as civil disobedience ?","refuse to enforce a decision","the if of government of that country's highest court","gpt_ss","303","of what form do fermat numbers take ?","22n + 1","22n + 1","c","393","what does paul krugmen think has had an observable effect on inequality in the u.s. ?","trade liberalisation","he thinks trade liberalisation has an observable effect","ss+_pgn_pre","384","on an international level , which industry 's competitive positions is affected ?","automobiles","automobiles is competitive positions","ss+_pgn_pre","371","what is the number of plant species in economics and social interest ?","438,000","438,000","c","339","what river separates jacksonville ?","the st. johns river","the st. johns river separates jacksonville","bert:ss_pgn:ss_pgn_pre:ss+_pgn:ss+_pgn_pre:gpt_ss_sm:gpt_ss+_sm:gpt_ss_oqa:gpt_ss+_oqa:gpt_ss+_sm_o","337","of what did da vinci think a part was consumed during combustion ?","air","da vinci thought of air","bert:gpt_ss_sm:gpt_ss+_sm:gpt_ss+_sm_o","331","what does not constitute as civil disobedience ?","refuse to enforce a decision","if the head of government of a country were to enforce a decision","ss+_pgn","378","how are pharmacists regulated in most jurisdictions ?","separately from physicians","they are regulated by separately from physicians","gpt_ss+","e","a","b","e","d","b","e","e","c","e"
