"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.id0","Input.question0","Input.answer0","Input.response0","Input.label0","Input.id1","Input.question1","Input.answer1","Input.response1","Input.label1","Input.id2","Input.question2","Input.answer2","Input.response2","Input.label2","Input.id3","Input.question3","Input.answer3","Input.response3","Input.label3","Input.id4","Input.question4","Input.answer4","Input.response4","Input.label4","Input.id5","Input.question5","Input.answer5","Input.response5","Input.label5","Input.id6","Input.question6","Input.answer6","Input.response6","Input.label6","Input.id7","Input.question7","Input.answer7","Input.response7","Input.label7","Input.id8","Input.question8","Input.answer8","Input.response8","Input.label8","Input.id9","Input.question9","Input.answer9","Input.response9","Input.label9","Answer.QA0","Answer.QA1","Answer.QA2","Answer.QA3","Answer.QA4","Answer.QA5","Answer.QA6","Answer.QA7","Answer.QA8","Answer.QA9","Approve","Reject"
"36GJS3V78VVO3OOEU5YRGX0UCEUJGZ","379L1CFRK7RME4NKHT6OB6ZS8D68TT","Question-Answer response fluency survey","Given a Question, Answer and a Response, determine if the Response contains the correct answer and is fluent, humanlike and grammatically correct.","QA, Conversation, Fluency","$0.15","Sat Nov 23 08:05:47 PST 2019","5","BatchId:3846806;OriginalHitTemplateId:928390909;","3600","604800","Sat Nov 30 08:05:47 PST 2019","","","31EUONYN2W8N8G3ZPFUKDEGGM4FOV5","A1C8FN01981A69","Submitted","Sat Nov 23 12:39:22 PST 2019","Sat Nov 23 13:02:11 PST 2019","Sat Nov 30 13:02:11 PST 2019","","","","1369","100% (100/100)","0% (0/0)","0% (0/0)","215","what is the term for the set of all connected graphs related to this decision problem ?","formal language","the input is an arbitrary graph","quac","154","what makes static friction go up or down in responce to contact characteristics between an object and the surface it is on ?","applied force","increases or decreases in response to the applied force makes static friction go up or down","ss_pgn_pre:gpt_ss+:gpt_ss_sm:gpt_ss+_sm:gpt_ss+_oqa","297","above what horsepower are steam turbines usually more efficient than steam engines that use reciprocating pistons ?","several hundred","they are several hundred","ss_pgn:ss+_pgn_pre:gpt_ss_sm:gpt_ss+_sm:gpt_ss+_sm_o","117","what jacksonville community is known for having heavy ties to the navy ?","filipino","filipino community is known","ss_pgn:ss_pgn_pre:ss+_pgn:ss+_pgn_pre:gpt_ss:gpt_ss_oqa:gpt_ss+_oqa","249","according to the princeton review where has harvard ranked as a "" dream college "" in 2013","second most commonly","second most commonly","bert","155","analysis of what kind of deposits from the amazon fan indicates a change in rainfall in the amazon basin ?","sediment deposits","sediment deposits from Amazon basin paleolakes","c","201","name one country that banned boating , driving and flying on sundays .","germany","uk, germany, italy, switzerland and norway","gpt_ss+","136","why would rampant violence prevent people from going to work ?","for fear of their lives","for fear of their lives","c","115","the two aaa clubs divided the state into a northern and southern california as opposed to what point of view ?","three-region","it is three-region point of view","ss+_pgn","161","when did bskyb discontinue the sky + box ?","january 2010","January 2010","c","c","c","e","b","b","e","a","b","d","b"
"36GJS3V78VVO3OOEU5YRGX0UCEUJGZ","379L1CFRK7RME4NKHT6OB6ZS8D68TT","Question-Answer response fluency survey","Given a Question, Answer and a Response, determine if the Response contains the correct answer and is fluent, humanlike and grammatically correct.","QA, Conversation, Fluency","$0.15","Sat Nov 23 08:05:47 PST 2019","5","BatchId:3846806;OriginalHitTemplateId:928390909;","3600","604800","Sat Nov 30 08:05:47 PST 2019","","","34QN5IT0T0W4UNF3F1HZVZ0QD4N08D","A27VFM67RPD2L5","Submitted","Sat Nov 23 14:46:39 PST 2019","Sat Nov 23 14:49:25 PST 2019","Sat Nov 30 14:49:25 PST 2019","","","","166","0% (0/0)","0% (0/0)","0% (0/0)","215","what is the term for the set of all connected graphs related to this decision problem ?","formal language","the input is an arbitrary graph","quac","154","what makes static friction go up or down in responce to contact characteristics between an object and the surface it is on ?","applied force","increases or decreases in response to the applied force makes static friction go up or down","ss_pgn_pre:gpt_ss+:gpt_ss_sm:gpt_ss+_sm:gpt_ss+_oqa","297","above what horsepower are steam turbines usually more efficient than steam engines that use reciprocating pistons ?","several hundred","they are several hundred","ss_pgn:ss+_pgn_pre:gpt_ss_sm:gpt_ss+_sm:gpt_ss+_sm_o","117","what jacksonville community is known for having heavy ties to the navy ?","filipino","filipino community is known","ss_pgn:ss_pgn_pre:ss+_pgn:ss+_pgn_pre:gpt_ss:gpt_ss_oqa:gpt_ss+_oqa","249","according to the princeton review where has harvard ranked as a "" dream college "" in 2013","second most commonly","second most commonly","bert","155","analysis of what kind of deposits from the amazon fan indicates a change in rainfall in the amazon basin ?","sediment deposits","sediment deposits from Amazon basin paleolakes","c","201","name one country that banned boating , driving and flying on sundays .","germany","uk, germany, italy, switzerland and norway","gpt_ss+","136","why would rampant violence prevent people from going to work ?","for fear of their lives","for fear of their lives","c","115","the two aaa clubs divided the state into a northern and southern california as opposed to what point of view ?","three-region","it is three-region point of view","ss+_pgn","161","when did bskyb discontinue the sky + box ?","january 2010","January 2010","c","c","e","d","d","b","b","a","b","e","b"
"36GJS3V78VVO3OOEU5YRGX0UCEUJGZ","379L1CFRK7RME4NKHT6OB6ZS8D68TT","Question-Answer response fluency survey","Given a Question, Answer and a Response, determine if the Response contains the correct answer and is fluent, humanlike and grammatically correct.","QA, Conversation, Fluency","$0.15","Sat Nov 23 08:05:47 PST 2019","5","BatchId:3846806;OriginalHitTemplateId:928390909;","3600","604800","Sat Nov 30 08:05:47 PST 2019","","","3B2X28YI3XKIAWZPK2HQV20IYFX6BQ","A31CNXHGR49DJR","Submitted","Sun Nov 24 03:43:22 PST 2019","Sun Nov 24 03:44:38 PST 2019","Sun Dec 01 03:44:38 PST 2019","","","","76","100% (556/556)","100% (126/126)","100% (126/126)","215","what is the term for the set of all connected graphs related to this decision problem ?","formal language","the input is an arbitrary graph","quac","154","what makes static friction go up or down in responce to contact characteristics between an object and the surface it is on ?","applied force","increases or decreases in response to the applied force makes static friction go up or down","ss_pgn_pre:gpt_ss+:gpt_ss_sm:gpt_ss+_sm:gpt_ss+_oqa","297","above what horsepower are steam turbines usually more efficient than steam engines that use reciprocating pistons ?","several hundred","they are several hundred","ss_pgn:ss+_pgn_pre:gpt_ss_sm:gpt_ss+_sm:gpt_ss+_sm_o","117","what jacksonville community is known for having heavy ties to the navy ?","filipino","filipino community is known","ss_pgn:ss_pgn_pre:ss+_pgn:ss+_pgn_pre:gpt_ss:gpt_ss_oqa:gpt_ss+_oqa","249","according to the princeton review where has harvard ranked as a "" dream college "" in 2013","second most commonly","second most commonly","bert","155","analysis of what kind of deposits from the amazon fan indicates a change in rainfall in the amazon basin ?","sediment deposits","sediment deposits from Amazon basin paleolakes","c","201","name one country that banned boating , driving and flying on sundays .","germany","uk, germany, italy, switzerland and norway","gpt_ss+","136","why would rampant violence prevent people from going to work ?","for fear of their lives","for fear of their lives","c","115","the two aaa clubs divided the state into a northern and southern california as opposed to what point of view ?","three-region","it is three-region point of view","ss+_pgn","161","when did bskyb discontinue the sky + box ?","january 2010","January 2010","c","c","e","d","e","b","e","b","b","e","b"
"36GJS3V78VVO3OOEU5YRGX0UCEUJGZ","379L1CFRK7RME4NKHT6OB6ZS8D68TT","Question-Answer response fluency survey","Given a Question, Answer and a Response, determine if the Response contains the correct answer and is fluent, humanlike and grammatically correct.","QA, Conversation, Fluency","$0.15","Sat Nov 23 08:05:47 PST 2019","5","BatchId:3846806;OriginalHitTemplateId:928390909;","3600","604800","Sat Nov 30 08:05:47 PST 2019","","","3ERMJ6L4DZXXXNHRU1CRFWB85WF7MN","A1TB220IWCMY48","Submitted","Mon Nov 25 08:48:08 PST 2019","Mon Nov 25 08:48:59 PST 2019","Mon Dec 02 08:48:59 PST 2019","","","","51","100% (73/73)","100% (37/37)","100% (37/37)","215","what is the term for the set of all connected graphs related to this decision problem ?","formal language","the input is an arbitrary graph","quac","154","what makes static friction go up or down in responce to contact characteristics between an object and the surface it is on ?","applied force","increases or decreases in response to the applied force makes static friction go up or down","ss_pgn_pre:gpt_ss+:gpt_ss_sm:gpt_ss+_sm:gpt_ss+_oqa","297","above what horsepower are steam turbines usually more efficient than steam engines that use reciprocating pistons ?","several hundred","they are several hundred","ss_pgn:ss+_pgn_pre:gpt_ss_sm:gpt_ss+_sm:gpt_ss+_sm_o","117","what jacksonville community is known for having heavy ties to the navy ?","filipino","filipino community is known","ss_pgn:ss_pgn_pre:ss+_pgn:ss+_pgn_pre:gpt_ss:gpt_ss_oqa:gpt_ss+_oqa","249","according to the princeton review where has harvard ranked as a "" dream college "" in 2013","second most commonly","second most commonly","bert","155","analysis of what kind of deposits from the amazon fan indicates a change in rainfall in the amazon basin ?","sediment deposits","sediment deposits from Amazon basin paleolakes","c","201","name one country that banned boating , driving and flying on sundays .","germany","uk, germany, italy, switzerland and norway","gpt_ss+","136","why would rampant violence prevent people from going to work ?","for fear of their lives","for fear of their lives","c","115","the two aaa clubs divided the state into a northern and southern california as opposed to what point of view ?","three-region","it is three-region point of view","ss+_pgn","161","when did bskyb discontinue the sky + box ?","january 2010","January 2010","c","c","e","d","d","b","e","d","b","d","b"
"36GJS3V78VVO3OOEU5YRGX0UCEUJGZ","379L1CFRK7RME4NKHT6OB6ZS8D68TT","Question-Answer response fluency survey","Given a Question, Answer and a Response, determine if the Response contains the correct answer and is fluent, humanlike and grammatically correct.","QA, Conversation, Fluency","$0.15","Sat Nov 23 08:05:47 PST 2019","5","BatchId:3846806;OriginalHitTemplateId:928390909;","3600","604800","Sat Nov 30 08:05:47 PST 2019","","","3TY7ZAOG5GPOPOH4OQE2L49H8C80K3","A2HTOG7TTBU5Z2","Submitted","Mon Nov 25 08:37:07 PST 2019","Mon Nov 25 08:38:45 PST 2019","Mon Dec 02 08:38:45 PST 2019","","","","98","100% (86/86)","100% (86/86)","100% (86/86)","215","what is the term for the set of all connected graphs related to this decision problem ?","formal language","the input is an arbitrary graph","quac","154","what makes static friction go up or down in responce to contact characteristics between an object and the surface it is on ?","applied force","increases or decreases in response to the applied force makes static friction go up or down","ss_pgn_pre:gpt_ss+:gpt_ss_sm:gpt_ss+_sm:gpt_ss+_oqa","297","above what horsepower are steam turbines usually more efficient than steam engines that use reciprocating pistons ?","several hundred","they are several hundred","ss_pgn:ss+_pgn_pre:gpt_ss_sm:gpt_ss+_sm:gpt_ss+_sm_o","117","what jacksonville community is known for having heavy ties to the navy ?","filipino","filipino community is known","ss_pgn:ss_pgn_pre:ss+_pgn:ss+_pgn_pre:gpt_ss:gpt_ss_oqa:gpt_ss+_oqa","249","according to the princeton review where has harvard ranked as a "" dream college "" in 2013","second most commonly","second most commonly","bert","155","analysis of what kind of deposits from the amazon fan indicates a change in rainfall in the amazon basin ?","sediment deposits","sediment deposits from Amazon basin paleolakes","c","201","name one country that banned boating , driving and flying on sundays .","germany","uk, germany, italy, switzerland and norway","gpt_ss+","136","why would rampant violence prevent people from going to work ?","for fear of their lives","for fear of their lives","c","115","the two aaa clubs divided the state into a northern and southern california as opposed to what point of view ?","three-region","it is three-region point of view","ss+_pgn","161","when did bskyb discontinue the sky + box ?","january 2010","January 2010","c","c","e","d","d","b","b","b","b","d","b"
"3Q2T3FD0ONDDAKIB2N4ZDV32C3KM3Y","379L1CFRK7RME4NKHT6OB6ZS8D68TT","Question-Answer response fluency survey","Given a Question, Answer and a Response, determine if the Response contains the correct answer and is fluent, humanlike and grammatically correct.","QA, Conversation, Fluency","$0.15","Sat Nov 23 08:05:47 PST 2019","5","BatchId:3846806;OriginalHitTemplateId:928390909;","3600","604800","Sat Nov 30 08:05:47 PST 2019","","","324G5B4FB4D0U9AK5WPTHZ4V2JC70Q","A1C8FN01981A69","Submitted","Sat Nov 23 11:15:08 PST 2019","Sat Nov 23 11:17:42 PST 2019","Sat Nov 30 11:17:42 PST 2019","","","","154","100% (100/100)","0% (0/0)","0% (0/0)","143","where were persians more successful compared to chinese in the yuan ?","ilkhanate","persians were compared ilkhanate","bert","163","who won the ekstraklasa championship in 2000 ?","polonia warsaw","Polonia Warsaw","c","242","what archdiocese is warsaw the seat of ?","roman catholic","warsaw is the seat of roman catholic","bert:ss_pgn_pre:gpt_ss+_oqa","132","which oil producer is a close ally of the united states ?","iran","it is iran","ss_pgn:ss_pgn_pre:ss+_pgn:ss+_pgn_pre:gpt_ss","158","what is the force equivalent of torque compared to angular momentum ?","rotational equivalent for position","it is compared to rotation","ss+_pgn_pre:gpt_ss+:gpt_ss+_oqa","121","who formulated the idea of clonal selection theory of immunity ?","frank burnet","Frank Burnet","c","267","which country 's arms purchase from the us became 5 times more than israel ?","saudi arabia","saudis arms purchased from the us became 5 times more than israel","gpt_ss","153","which company did mrs foster work for ?","british gas plc","she worked for british gas plc","bert:ss_pgn_pre:gpt_ss+_oqa","222","who makes formal appointment or dismissal decisions ?","the sovereign","parliament elects a first minister from a number of candidates at the beginning of each parliamentary term ( after a general election )","quac","138","which genus is considered the "" aunt "" of ctenophores ?","stromatoveris","Stromatoveris","c","e","b","e","e","e","b","d","e","c","b"
"3Q2T3FD0ONDDAKIB2N4ZDV32C3KM3Y","379L1CFRK7RME4NKHT6OB6ZS8D68TT","Question-Answer response fluency survey","Given a Question, Answer and a Response, determine if the Response contains the correct answer and is fluent, humanlike and grammatically correct.","QA, Conversation, Fluency","$0.15","Sat Nov 23 08:05:47 PST 2019","5","BatchId:3846806;OriginalHitTemplateId:928390909;","3600","604800","Sat Nov 30 08:05:47 PST 2019","","","36NEMU28XGICN2IS29K37CAPYETWM1","A27VFM67RPD2L5","Submitted","Sat Nov 23 15:05:52 PST 2019","Sat Nov 23 15:15:07 PST 2019","Sat Nov 30 15:15:07 PST 2019","","","","555","0% (0/0)","0% (0/0)","0% (0/0)","143","where were persians more successful compared to chinese in the yuan ?","ilkhanate","persians were compared ilkhanate","bert","163","who won the ekstraklasa championship in 2000 ?","polonia warsaw","Polonia Warsaw","c","242","what archdiocese is warsaw the seat of ?","roman catholic","warsaw is the seat of roman catholic","bert:ss_pgn_pre:gpt_ss+_oqa","132","which oil producer is a close ally of the united states ?","iran","it is iran","ss_pgn:ss_pgn_pre:ss+_pgn:ss+_pgn_pre:gpt_ss","158","what is the force equivalent of torque compared to angular momentum ?","rotational equivalent for position","it is compared to rotation","ss+_pgn_pre:gpt_ss+:gpt_ss+_oqa","121","who formulated the idea of clonal selection theory of immunity ?","frank burnet","Frank Burnet","c","267","which country 's arms purchase from the us became 5 times more than israel ?","saudi arabia","saudis arms purchased from the us became 5 times more than israel","gpt_ss","153","which company did mrs foster work for ?","british gas plc","she worked for british gas plc","bert:ss_pgn_pre:gpt_ss+_oqa","222","who makes formal appointment or dismissal decisions ?","the sovereign","parliament elects a first minister from a number of candidates at the beginning of each parliamentary term ( after a general election )","quac","138","which genus is considered the "" aunt "" of ctenophores ?","stromatoveris","Stromatoveris","c","d","b","d","e","c","b","e","e","c","b"
"3Q2T3FD0ONDDAKIB2N4ZDV32C3KM3Y","379L1CFRK7RME4NKHT6OB6ZS8D68TT","Question-Answer response fluency survey","Given a Question, Answer and a Response, determine if the Response contains the correct answer and is fluent, humanlike and grammatically correct.","QA, Conversation, Fluency","$0.15","Sat Nov 23 08:05:47 PST 2019","5","BatchId:3846806;OriginalHitTemplateId:928390909;","3600","604800","Sat Nov 30 08:05:47 PST 2019","","","3D4CH1LGEBY1JW9YYVCGGNIH4PQ9G6","A31CNXHGR49DJR","Submitted","Sat Nov 23 08:25:02 PST 2019","Sat Nov 23 08:27:00 PST 2019","Sat Nov 30 08:27:00 PST 2019","","","","118","100% (556/556)","100% (126/126)","100% (126/126)","143","where were persians more successful compared to chinese in the yuan ?","ilkhanate","persians were compared ilkhanate","bert","163","who won the ekstraklasa championship in 2000 ?","polonia warsaw","Polonia Warsaw","c","242","what archdiocese is warsaw the seat of ?","roman catholic","warsaw is the seat of roman catholic","bert:ss_pgn_pre:gpt_ss+_oqa","132","which oil producer is a close ally of the united states ?","iran","it is iran","ss_pgn:ss_pgn_pre:ss+_pgn:ss+_pgn_pre:gpt_ss","158","what is the force equivalent of torque compared to angular momentum ?","rotational equivalent for position","it is compared to rotation","ss+_pgn_pre:gpt_ss+:gpt_ss+_oqa","121","who formulated the idea of clonal selection theory of immunity ?","frank burnet","Frank Burnet","c","267","which country 's arms purchase from the us became 5 times more than israel ?","saudi arabia","saudis arms purchased from the us became 5 times more than israel","gpt_ss","153","which company did mrs foster work for ?","british gas plc","she worked for british gas plc","bert:ss_pgn_pre:gpt_ss+_oqa","222","who makes formal appointment or dismissal decisions ?","the sovereign","parliament elects a first minister from a number of candidates at the beginning of each parliamentary term ( after a general election )","quac","138","which genus is considered the "" aunt "" of ctenophores ?","stromatoveris","Stromatoveris","c","d","b","e","e","c","b","e","e","c","b"
"3Q2T3FD0ONDDAKIB2N4ZDV32C3KM3Y","379L1CFRK7RME4NKHT6OB6ZS8D68TT","Question-Answer response fluency survey","Given a Question, Answer and a Response, determine if the Response contains the correct answer and is fluent, humanlike and grammatically correct.","QA, Conversation, Fluency","$0.15","Sat Nov 23 08:05:47 PST 2019","5","BatchId:3846806;OriginalHitTemplateId:928390909;","3600","604800","Sat Nov 30 08:05:47 PST 2019","","","3PM8NZGV8ZLIXHLA47N6Q481HHKXQ6","A1TB220IWCMY48","Submitted","Sat Nov 23 18:20:54 PST 2019","Sat Nov 23 18:21:30 PST 2019","Sat Nov 30 18:21:30 PST 2019","","","","36","100% (73/73)","100% (37/37)","100% (37/37)","143","where were persians more successful compared to chinese in the yuan ?","ilkhanate","persians were compared ilkhanate","bert","163","who won the ekstraklasa championship in 2000 ?","polonia warsaw","Polonia Warsaw","c","242","what archdiocese is warsaw the seat of ?","roman catholic","warsaw is the seat of roman catholic","bert:ss_pgn_pre:gpt_ss+_oqa","132","which oil producer is a close ally of the united states ?","iran","it is iran","ss_pgn:ss_pgn_pre:ss+_pgn:ss+_pgn_pre:gpt_ss","158","what is the force equivalent of torque compared to angular momentum ?","rotational equivalent for position","it is compared to rotation","ss+_pgn_pre:gpt_ss+:gpt_ss+_oqa","121","who formulated the idea of clonal selection theory of immunity ?","frank burnet","Frank Burnet","c","267","which country 's arms purchase from the us became 5 times more than israel ?","saudi arabia","saudis arms purchased from the us became 5 times more than israel","gpt_ss","153","which company did mrs foster work for ?","british gas plc","she worked for british gas plc","bert:ss_pgn_pre:gpt_ss+_oqa","222","who makes formal appointment or dismissal decisions ?","the sovereign","parliament elects a first minister from a number of candidates at the beginning of each parliamentary term ( after a general election )","quac","138","which genus is considered the "" aunt "" of ctenophores ?","stromatoveris","Stromatoveris","c","e","b","e","d","d","b","e","e","b","b"
"3Q2T3FD0ONDDAKIB2N4ZDV32C3KM3Y","379L1CFRK7RME4NKHT6OB6ZS8D68TT","Question-Answer response fluency survey","Given a Question, Answer and a Response, determine if the Response contains the correct answer and is fluent, humanlike and grammatically correct.","QA, Conversation, Fluency","$0.15","Sat Nov 23 08:05:47 PST 2019","5","BatchId:3846806;OriginalHitTemplateId:928390909;","3600","604800","Sat Nov 30 08:05:47 PST 2019","","","3TPZPLC3M1HLH7DHK51TJJTN5VOP38","A3M706WDRF9W4E","Submitted","Sun Nov 24 18:56:26 PST 2019","Sun Nov 24 19:52:18 PST 2019","Sun Dec 01 19:52:18 PST 2019","","","","3352","100% (6/6)","100% (4/4)","100% (4/4)","143","where were persians more successful compared to chinese in the yuan ?","ilkhanate","persians were compared ilkhanate","bert","163","who won the ekstraklasa championship in 2000 ?","polonia warsaw","Polonia Warsaw","c","242","what archdiocese is warsaw the seat of ?","roman catholic","warsaw is the seat of roman catholic","bert:ss_pgn_pre:gpt_ss+_oqa","132","which oil producer is a close ally of the united states ?","iran","it is iran","ss_pgn:ss_pgn_pre:ss+_pgn:ss+_pgn_pre:gpt_ss","158","what is the force equivalent of torque compared to angular momentum ?","rotational equivalent for position","it is compared to rotation","ss+_pgn_pre:gpt_ss+:gpt_ss+_oqa","121","who formulated the idea of clonal selection theory of immunity ?","frank burnet","Frank Burnet","c","267","which country 's arms purchase from the us became 5 times more than israel ?","saudi arabia","saudis arms purchased from the us became 5 times more than israel","gpt_ss","153","which company did mrs foster work for ?","british gas plc","she worked for british gas plc","bert:ss_pgn_pre:gpt_ss+_oqa","222","who makes formal appointment or dismissal decisions ?","the sovereign","parliament elects a first minister from a number of candidates at the beginning of each parliamentary term ( after a general election )","quac","138","which genus is considered the "" aunt "" of ctenophores ?","stromatoveris","Stromatoveris","c","a","b","e","e","a","b","e","e","c","b"
